"Slug",":draft","Title","Authors","AuthorCount","Date","Thumbnail Image","Thumbnail Image:alt","Hero Image","Hero Image:alt","Hero Embed","Categories","Excerpt","Content","block 1","Embed b1-2","block 2","Embed b2-3","block 3","block 4","block 5","block 6","block 7","Embed b7-8","block 8","block 9","block 10","block 11","block 12"
"engineering-imperfection-with-draw-shapes","false","Engineering imperfection with draw shapes","steve-ruiz","1","2026-02-06T00:00:00.000Z","https://framerusercontent.com/images/QEwn2LZ6sE536jJhetJK2UalJE.png","","https://framerusercontent.com/images/YlWrPOAWmxYlJVV1jy8FT6PlKCY.png","","","product","<p dir=""auto""><br></p>","<p dir=""ltr"">In tldraw, we give our geometric shapes a hand-drawn style through intentionally designed imperfections. We find that subtle variations between generated shapes adds character, loosens up wireframes, and looks better alongside sketches drawn freehand.</p><p dir=""ltr"">Engineering imperfection in this way makes use of an interesting mechanism under the hood. Our space for variety needed to be narrow enough so each geometric shape was easily recognizable, but broad enough such that no two shapes looked exactly alike. Crucially, each shape's imperfections needed to be <em>_stable_</em> and persist through resizing and transformation on the canvas.</p><p dir=""ltr"">In this article, we'll explore how tldraw uses (pseudo)randomness to achieve the hand-drawn look, and how we make the resulting variations stable across renders.</p><h2 dir=""ltr"">Random jittering</h2><p dir=""ltr"">A first attempt at adding imperfection might just call Math.random() when rendering:</p><pre data-language=""JSX""><code>// Don't do this
const offset = { x: Math.random() * 3.14, y: Math.random() * 3.14 }</code></pre><p dir=""auto"">The problem is that this creates shapes that jitter on every render.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/SZsUtiBavmiaRoPCBN8nEBsmzY.mp4""></video><p dir=""ltr"">React re-renders whenever the shape's state changes. Each render produces new random numbers, which is why the subtle variations shift so quickly.</p><p dir=""ltr"">To avoid this jitter, we need each shape's rendering code to produce the same sequence of random numbers each time it renders.</p><p dir=""ltr"">We can achieve this with a pseudorandom number generator:</p><pre data-language=""JSX""><code>function rng(seed = '') {
    let x = 0
    let y = 0
    let z = 0
    let w = 0

    function next() {
        const t = x ^ (x &lt;&lt; 11)
        x = y
        y = z
        z = w
        w ^= ((w &gt;&gt;&gt; 19) ^ t ^ (t &gt;&gt;&gt; 8)) &gt;&gt;&gt; 0
        return (w / 0x100000000) * 2
    }

    for (let k = 0; k &lt; seed.length + 64; k++) {
        x ^= seed.charCodeAt(k) | 0
        next()
    }

    return next
}</code></pre><p dir=""ltr"">When you call this function with a particular seed, it will return a function which produces a new random number each time it's called. While each number is pseudo-random (i.e. close enough to random, but not close enough for your bank), if the seed is the same, then the numbers themselves will always come out in the same order.</p><p dir=""ltr"">Now that we have a method, all we need is a seed.</p><h2 dir=""ltr"">Stable variation</h2><p dir=""ltr"">Since every shape has a unique and stable ID, we can use this ID as the seed for the generator. </p><p dir=""ltr"">You can actually see this in action by making a clone of a shape while dragging. You can click and drag a shape to move it on the canvas, but the moment you press the alt key, we move the dragging shape back to where it was and create a new shape under your cursor, and make this the dragging shape instead.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/DpI5q4bjvOSLmQorzy8gfqPNA.mp4""></video><p dir=""ltr"">You can toggle the clone interaction to see the variation between the two shapes, each of which have different IDs, and so different random offsets.</p><h2 dir=""ltr"">Stroke texture</h2><p dir=""ltr"">When drawing shapes with pen and paper, the lines themselves may vary in width according to the texture of the paper and the angle of your pen. While we go to great lengths to model this with our draw shape, we wanted to capture that effect with our geometric shapes, too.</p><p dir=""ltr"">To do this, we render each path multiple times, with each pass using slightly different random offsets. The trick is to modify the seed for each pass:</p><pre data-language=""TypeScript""><code>for (let pass = 0; pass &lt; passes; pass++) {
   const random = rng(randomSeed + pass)
   // draw the path with this pass's random offsets
}</code></pre><p dir=""ltr"">Varying the seed produces different random sequences, which leads to different offsets, but these multiple passes are also stable between renders so the randomness matches each time.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/RzEW7ujFTM6rToOexYEpYrXYS4.mp4""></video><p dir=""auto"">By default we render two passes. The result is a stroke that looks more like real ink; thicker and more textured than a single wobbly line.</p><h2 dir=""ltr"">Softening corners</h2><p dir=""ltr"">Sharp corners are another giveaway that something was drawn by a computer. We soften them using quadratic bezier curves, and apply different rounding depending on the angle of the corner. A sharp 90° corner needs significant rounding to look hand-drawn, and a corner closer to 180° needs far less. This is to preserve the overall geometry of the shape.</p><pre data-language=""TypeScript""><code>const roundnessClampedForAngle = modulate(
   Math.abs(Vec.AngleBetween(tangentToPrev, tangentToNext)),
   [Math.PI / 2, Math.PI], // 90° to 180°
   [roundness, 0], // full roundness at 90°, none at 180°
   true
)</code></pre><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/0yAjM7aNxC89icCN4YRYULqUOVI.mp4""></video><h2 dir=""ltr"">Tiny shapes</h2><p dir=""ltr"">Finally, if a shape is resized and the width or height segments become very small, we don’t want the rounding to overlap or consume the entire segment. To prevent this, we clamp the rounding such that long segments aren’t affected but short segments get reduced rounding.</p><pre data-language=""TypeScript""><code>const roundnessBeforeClampedForLength = Math.min(
    roundnessClampedForAngle,
    (currentInfo?.length ?? Infinity) / 4
)
const roundnessAfterClampedForLength = Math.min(
    roundnessClampedForAngle,
    (nextInfo?.length ?? Infinity) / 4
)</code></pre><p dir=""ltr"">This way, the rounded corners don’t eat up the entire shape:</p><img alt="""" src=""https://framerusercontent.com/images/V1smSueJWwTJJjthyUzjRlDdo4U.gif""><h2 dir=""ltr"">Future offsets</h2><p dir=""ltr"">Funny enough, while writing this article we stumbled on a bug in the algorithm: because the offsets use a normalized x and y, the area of potential offset is square rather than circular. </p><img alt="""" src=""https://framerusercontent.com/images/LdcEr4iHnANuDYfxKf1hkongNY.png""><pre data-language=""TypeScript""><code>// square field
const offset = { 
  x: random() * offsetAmount, 
  y: random() * offsetAmount 
}

// round field
const { x, y } = new Vec(random(), random()).mul(random() * offsetAmount)</code></pre><p dir=""ltr"">In the current implementation, points tend to the corners of the square field. A more beautiful alternative would be to use a random vector and magnitude, creating a round field of possible offsets.</p><p dir=""ltr"">Seems our randomness could be more imperfect still.</p>","","","","","","","","","","","","","","",""
"bounding-boxes","true","Bounding boxes","steve-ruiz","1","2026-02-06T00:00:00.000Z","https://framerusercontent.com/images/tcEVVaGUqKLmx8VYNMiXJqnFOM.jpg","","","","","product","","<p dir=""ltr"">On an infinite canvas, every interaction raises a spatial question. What did you click? Which shapes are currently visible? What area surrounds a group of selected shapes?</p><p dir=""ltr"">In tldraw, as in any graphical interface that responds to fast spatial queries, we answer these questions with <em>bounding boxes.</em> A bounding box is the smallest axis-aligned rectangle that can contain a shape.</p><h2 dir=""auto"">Why axis-aligned?</h2><p dir=""auto"">""Axis-aligned"" means the edges stay horizontal and vertical relative to the canvas, even when the shape is rotated.</p><img alt="""" src=""https://framerusercontent.com/images/QU96TZ7rDIgREmf5o96XyuBsk.png""><p dir=""auto"">This constraint makes bounding boxes fast. When checking if two boxes overlap, we don't need to make expensive calculations. Instead, we just make four simple comparisons between the edges of the two boxes:</p><pre data-language=""JSX""><code>static Collides(A: Box, B: Box) {
  return !(A.maxX &lt; B.minX || A.minX &gt; B.maxX || A.maxY &lt; B.minY || A.minY &gt; B.maxY)
}</code></pre><h2 dir=""ltr"">Rotating boxes</h2><p dir=""ltr"">What if a shape gets rotated? Say you have a 100×50px rectangle at the origin. Its bounding box would be:</p><pre data-language=""JSX""><code>{x: 0, y: 0, w: 100, h: 50}</code></pre><p dir=""auto"">If you rotate the rectangle by 45°, what would the new bounding box be? A first step would be to apply the rotation matrix directly to the vertices of the original box:</p><pre data-language=""JSX""><code>const corners = [
    { x: 0, y: 0 }, // top-left
    { x: 100, y: 0 }, // top-right
    { x: 100, y: 50 }, // bottom-right
    { x: 0, y: 50 }, // bottom-left
]

const rotated = corners.map((p) =&gt; {
    const cos = Math.cos(Math.PI / 4)
    const sin = Math.sin(Math.PI / 4)
    return {
        x: p.x * cos - p.y * sin,
        y: p.x * sin + p.y * cos,
    }
})</code></pre><p dir=""ltr"">The rotated points describe the shape's new position, but the edges are no longer aligned with the axes of the canvas. If we tried to use these directly for collision detection, we'd need to compute projections using dot products (according to the <a href=""https://dyn4j.org/2010/01/sat/"" target=""_blank"">separating axis theorem</a>), which is more expensive than just comparing min/max values.</p><h2 dir=""ltr"">Making a new bounding box</h2><p dir=""ltr"">Instead, we take the shape's bounding box vertices in its own coordinate system, transform them to page space, and compute a new axis-aligned box from those points.</p><pre data-language=""JSX""><code>getShapePageBounds(shape: TLShape): Box | undefined {
  const pageTransform = this.getShapePageTransform(shape)
  if (!pageTransform) return undefined

  return Box.FromPoints(
    pageTransform.applyToPoints(this.getShapeGeometry(shape).boundsVertices)
  )
}</code></pre><p dir=""auto"">The <code>Box.FromPoints</code> function finds the minimum and maximum x and y values across all points, giving us the tightest possible axis-aligned box:</p><pre data-language=""JSX""><code>static FromPoints(points: VecLike[]): Box {
  if (points.length === 0) return new Box()
  let minX = Infinity
  let minY = Infinity
  let maxX = -Infinity
  let maxY = -Infinity
  for (let i = 0, n = points.length; i &lt; n; i++) {
    const point = points[i]
    minX = Math.min(point.x, minX)
    minY = Math.min(point.y, minY)
    maxX = Math.max(point.x, maxX)
    maxY = Math.max(point.y, maxY)
  }
  return new Box(minX, minY, maxX - minX, maxY - minY)
}</code></pre><p dir=""ltr"">Take our 100×50px rectangle above as an example: we calculated its original bounding box, then we applied the 45° rotation to each corner.</p><p dir=""ltr"">After this, we find the min and max (x, y) values among those rotated points. The result is a new bounding box that is roughly 106×106px. This is bigger than the original box since it's stretched to contain all four rotated corners.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/bjScJyrPafEHi9g4G9lZUdj6Sc.mp4""></video><h2 dir=""ltr"">Nested transform</h2><p dir=""ltr"">Shapes in tldraw can be nested inside frames, which can themselves be rotated and positioned anywhere. If a rectangle sits inside a frame that is rotated by 30°, the rectangle's position on the page depends on both transforms. We multiply them together to get the shape's final page transform.</p><pre data-language=""JSX""><code>getShapePageTransform(shape: TLShape): Mat {
  if (isPageId(shape.parentId)) {
    return this.getShapeLocalTransform(shape)
  }

  const parentTransform = this.getShapePageTransform(shape.parentId)
  return Mat.Compose(parentTransform, this.getShapeLocalTransform(shape))
}</code></pre><p dir=""ltr"">If a shape sits directly on the page, its page transform is just its local transform. Otherwise, we get the parent's page transform and compose it with the shape's local transform. This recurses up through parents, handling arbitrary nesting.</p><h2 dir=""ltr"">Rotating selection boxes</h2><p dir=""ltr"">When you rotate multiple shapes in tldraw, you might notice that the selection box and handles rotate with the group.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/5vMvHajJqQBMYqyaJtRx6sliBao.mp4""></video><p dir=""ltr"">This might seem confusing given everything we covered above—shouldn't the selection bounds always be aligned with the canvas?</p><p dir=""ltr"">In fact, tldraw uses two different kinds of bounds. For hit testing and viewport culling calculations, we only use axis-aligned bounding boxes. But for the selection UI, we also compute a <em>rotated</em> selection box that matches the orientation of the shapes.</p><p dir=""ltr"">This is because if you select two shapes and rotate them by the same angle, then you should be able to resize them along their rotated axes. An axis-aligned selection box would only let you resize horizontally and vertically relative to the page, which would distort the shapes. The rotated selection box lets you drag a corner handle and scale the shapes along their actual orientation.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/kDHuoGBV3nwHM5MMgDeLn6Ba7Rw.mp4""></video><p dir=""auto"">Though if the selected shapes are rotated by different amounts, there's no single angle that makes sense for the selection box, so we fall back to using an axis-aligned box for selection.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/2tQKSibrVTG4tBdNYHzXuoVsU.mp4""></video><p dir=""auto"">To compute this, we un-rotate all corner points by the negative selection rotation, find an axis-aligned bounding box in that ""un-rotated"" space, then rotate the box position back to get the final result:</p><pre data-language=""JSX""><code>getShapesRotatedPageBounds(shapeIds: TLShapeId[]): Box | undefined {
  const selectionRotation = this.getShapesSharedRotation(shapeIds)

  // If shapes have different rotations, fall back to axis-aligned bounds
  if (selectionRotation === 0) {
    return this.getShapesPageBounds(shapeIds) ?? undefined
  }

  // Collect all corners, un-rotate them, find the bounding box, then re-rotate
  const boxFromRotatedVertices = Box.FromPoints(
    shapeIds
      .flatMap((id) =&gt; {
        const pageTransform = this.getShapePageTransform(id)
        if (!pageTransform) return []
        return pageTransform.applyToPoints(this.getShapeGeometry(id).bounds.corners)
      })
      .map((p) =&gt; p.rot(-selectionRotation))  // Un-rotate all corners
  )

  boxFromRotatedVertices.point = boxFromRotatedVertices.point.rot(selectionRotation)
  return boxFromRotatedVertices
}</code></pre><h2 dir=""ltr"">Viewport culling</h2><p dir=""ltr"">Bounding boxes are used in viewport culling, where we skip rendering any shape whose bounds don't intersect the bounds of the viewport itself:</p><pre data-language=""JSX""><code>for (const id of shapeIds) {
    const pageBounds = editor.getShapePageBounds(id)

    // Inlined AABB check for performance
    if (
        pageBounds !== undefined &amp;&amp;
        pageBounds.maxX &gt;= viewMinX &amp;&amp;
        pageBounds.minX &lt;= viewMaxX &amp;&amp;
        pageBounds.maxY &gt;= viewMinY &amp;&amp;
        pageBounds.minY &lt;= viewMaxY
    ) {
        continue // Shape is visible
    }</code></pre><p dir=""auto""><br></p><p dir=""auto""><br></p>","","","","","","","","","","","","","","",""
"adding-delays-to-modifier-keys","false","Debugging a physical race condition with modifier keys","steve-ruiz,ani-krishnan","1","2026-02-06T00:00:00.000Z","https://framerusercontent.com/images/TkjutKsKFryHgCOnaqkKlODNFk4.png","","https://framerusercontent.com/images/TkjutKsKFryHgCOnaqkKlODNFk4.png","","","product","<p dir=""auto"">Like many other canvas applications, tldraw uses modifiers to control the way that dragging interactions work. Here's a bug we found and fixed—though the problem wasn't in our code.</p>","<p dir=""auto"">Like many other canvas applications, tldraw uses modifiers to control the way that dragging interactions work. Shift will constrain the drag along the horizontal or vertical axis. Alt/option will create duplicates of the selected shapes. Ctrl/command will snap the shapes to other shapes on the canvas. And a point of pride for us: the modifier effect can be added or removed at any time during the interaction by pressing or releasing the modifier.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/1yHZi2eN9bbVT1fsudvrrobUUw.mp4""></video><p dir=""auto"">When we first implemented this feature, we noticed a problem: sometimes, when completing a modifier + drag interaction, the modifier's effect would be cancelled at the last moment.</p><p dir=""auto"">We finally tracked it down to a common programming problem, a race condition, but not the type that we were used to. Rather than two software operations that might occur out of order, this was a physical race condition based on  the imprecision of our bodies.</p><p dir=""auto"">What was happening is this: at the end of the interaction, the user would release both the modifier key and the click at the ""same time"", but because the events were necessarily ordered, the keyup for the modifier would sometimes arrive first and cancel the effect before the mouseup ended the interaction.</p><p dir=""auto"">In order to safely complete the interaction, a user would have to carefully release the click before releasing the modifier.</p><h2 dir=""auto"">Release timeout</h2><p dir=""auto"">To prevent this, we add a delay for each modifier so that it is marked as released only after a delay:</p><pre data-language=""JSX""><code>if (info.shiftKey) {
    clearTimeout(this._shiftKeyTimeout)
    this._shiftKeyTimeout = -1
    inputs.setShiftKey(true)
} else if (!info.shiftKey &amp;&amp; inputs.getShiftKey() &amp;&amp; this._shiftKeyTimeout === -1) {
    this._shiftKeyTimeout = this.timers.setTimeout(this._setShiftKeyTimeout, 150)
}</code></pre><p dir=""auto"">The delay needed to be long enough to catch the gap between key-up and mouse-up, but short enough that it wouldn't feel sticky or slow. We went with 150ms. For the physical race condition, this delay was generous window for both events, the keyup and the mouseup, to occur in the user's experience of simultaneity. And if a finger had slipped off of a modifier key, it gave plenty of time to re-press that key without losing the effect.</p><p dir=""auto"">After 150ms, we clear the effect and dispatch the <code>key_up</code> event synthetically:</p><pre data-language=""JSX""><code>_setShiftKeyTimeout() {
    this.inputs.setShiftKey(false)
    this.dispatch({
        type: 'keyboard',
        name: 'key_up',
        key: 'Shift',
        code: 'ShiftLeft',
        // ... other modifier flags
    })
}</code></pre><h2 dir=""auto"">Beyond modifiers</h2><p dir=""auto"">We use deferred commitment patterns in other parts of the codebase too. tldraw's <a href=""https://tldraw.dev/sdk-features/click-detection"" target=""_blank"">click state machine</a> uses timeouts to detect double and triple clicks, waiting to see if another click arrives before committing to a ""single click""—and on mobile devices, <a href=""https://tldraw.dev/sdk-features/input-handling"" target=""_blank"">pinch gesture detection</a> waits before deciding whether a two-finger touch is a pinch or a multi-select.</p><p dir=""auto"">If you've never noticed this delay before, good! It's one more little detail in tldraw that cheats reality to make the application feel better than in should. If you want to try the experience for yourself, give it a go on <a href=""https://tldraw.com"" target=""_blank"">tldraw.com</a>.</p>","<p dir=""auto""><br></p>","","","","","","","","","","","","","",""
"redesigning-lasers","false","Redesigning the laser tool for better annotations","steve-ruiz","1","2026-01-31T00:00:00.000Z","https://framerusercontent.com/images/Yd1ovPJfk3lVWwbFpwB1q732D7s.png","","https://framerusercontent.com/images/H9SkgGApQzxeDA6Q3CastwQ2LUw.png","","","product","<p dir=""auto"">How we changed our laser pointer to work with scribble sessions.</p>","<p dir=""auto"">When we first built tldraw's laser pointer tool, we  modeled it on the way a laser pointer looks in real life: a point that leaves a tail behind it as it moves. We implemented it as a self-consuming polyline. As your pointer moves forward, points are removed from behind, creating a constant-length trail. Stop drawing, and the trail shrinks away.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/5xevdo3tvyi4JourUhH7F5lk.mp4""></video><p dir=""auto"">This week, we redesigned the laser to work better for annotations.</p><p dir=""auto"">We modeled the behavior after an app that I'd made a few years ago, <a href=""https://github.com/steveruizok/telestrator"">telestrator</a>, which in turn had been inspired by the screen annotation tool in an early version of Slack. In this design, the user's marks remain on the screen until the user stops drawing. After a moment, or if the user triggers a cancel event, the marks all fade away together.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/29Dvg2esai4qfSLoi8dKawhrw.mp4""></video><p dir=""auto"">While perhaps a little less beautiful, it works much better for annotation.</p><p dir=""auto"">I think the implementation is pretty interesting, too, so I thought I'd share it here.</p><h2 dir=""auto"">Scribbles</h2><p dir=""auto"">The tldraw SDK has a <a href=""https://tldraw.dev/sdk-features/scribble"">scribble system</a> for managing scribbles, which are ephemeral freehand lines that are shown as an overlay on top of shapes but behind cursors. It uses the same variable width line algorithm as we use for our pen tool and highlighter, though scribbles aren't shapes in the same sense.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/y7B92HiNy6uva4UiDYYZ8CBIHM.mp4""></video><p dir=""auto"">We use scribbles not only for our laser tool, but also for our eraser and the ""scribble select"" alt-mode of our select tool.</p><p dir=""auto"">Up to now, the system managed an array of scribbles that could be in various states, handled interactions that modified or extended the scribbles, and managed the time-based points-shifting. A separate system (in the React component tree) rendered the user's scribbles or the scribbles belonging to collaborators.</p><h2 dir=""auto"">Scribble sessions</h2><p dir=""auto"">With the new pattern, we would be moving from managing single scribbles to groups of scribbles, called sessions. These were opt in—the eraser may only need one scribble line per session—but essential so that we could handle the state of the session rather than the state of the individual scribble.</p><pre data-language=""TypeScript""><code>const sessionId = this.editor.scribbles.startSession({
	selfConsume: false, // don't eat the tail while drawing
	idleTimeoutMs: 1200, // auto-stop after inactivity
	fadeMode: 'grouped', // all scribbles fade together
	fadeEasing: 'ease-in', // smooth acceleration
})</code></pre><p dir=""auto"">A session's <code>selfConsume</code> flag controls the ""shrinking tail"" behavior found in the eraser and scribble-select tool. When <code>false</code>, as it is in the new laser tool, points will accumulate as you draw instead of being shifted off. The scribble manager handles the rest: when to keep things visible, when to start fading, and how to fade everything together.</p><h2 dir=""auto"">The state machine</h2><p dir=""auto"">The LaserTool manages a single session ID that persists across multiple strokes. </p><p dir=""auto"">When you start a click, we check if there's already an active session. If there's no active session then we start a new one and add the new scribble to it; otherwise, we create a new scribble within the current session.</p><pre data-language=""TypeScript""><code>getSessionId(): string {
  // Reuse existing session if it's still active
  if (this.sessionId &amp;&amp; this.editor.scribbles.isSessionActive(this.sessionId)) {
    return this.sessionId
  }

  // Create a new session
  this.sessionId = this.editor.scribbles.startSession({ ... })

  return this.sessionId
}</code></pre><p dir=""auto"">As you drag around, we add points to the current session's active stroke.</p><p dir=""auto"">We also mark the session as still active, resetting the ""fade out"" timer.</p><p dir=""auto"">When you lift the pointer, we mark the scribble complete, but we don't stop the session. It stays alive, waiting for more strokes. After 1200ms of inactivity, the idle timeout fires and stops the session. At that point, all the scribble marks you made will fade out together.</p><h2 dir=""auto"">Fading out together</h2><p dir=""auto"">The fade behavior took some thought, too. How should a group of lines disappear?</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/nHzSYbU0EXRv1ytBdgi0RBoc.mp4""></video><p dir=""auto"">We first had each line self-consume independently. This version also still had a taper effect on the line. Like the old laser design, these lines also ""evaporated"" by reducing the line width as the tail consumed.  </p><p dir=""auto"">Next, we tried treating all of the lines as a single big scribble. This worked well, but it meant that lines with many sessions would take a long time to fade out.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/BB2T2xPc2gpO0A0gjRv4Cwgvx6g.mp4""></video><p dir=""auto"">We modulated the rate of consumption so that every session would complete in the same amount of time, regardless of the number of points in the session's scribbles. We also eased the rate so that the rate would start slowly, then increase toward the end, fixing a perceptual quirk where linear progression appears to slow down toward the end.</p><video loop="""" playsinline="""" src=""https://framerusercontent.com/images/yJQ4dZvbTwfZMQQTHTcB6xB9o.mp4""></video><p dir=""auto"">The final implementation looked like this:</p><pre data-language=""TypeScript""><code>private tickGroupedFade(session: Session, elapsed: number): void {
  const progress = session.fadeElapsed / session.options.fadeDurationMs
  const easedProgress = session.options.fadeEasing === 'ease-in'
    ? progress * progress
    : progress

  const targetRemoved = Math.floor(easedProgress * session.totalPointsAtFadeStart)
  const actuallyRemoved = session.totalPointsAtFadeStart - remainingPoints
  const pointsToRemove = Math.max(1, targetRemoved - actuallyRemoved)

  // Remove points from first scribble that has any
  let removed = 0
  let itemIndex = 0
  while (removed &lt; pointsToRemove &amp;&amp; itemIndex &lt; session.items.length) {
    const item = session.items[itemIndex]
    if (item.scribble.points.length &gt; 0) {
      item.scribble.points.shift()
      removed++
    } else {
      itemIndex++
    }
  }
}</code></pre><h2 dir=""auto"">Cancellation</h2><p dir=""auto"">One benefit of the session pattern is clean cancellation. If something interrupts the tool (pressing escape, switching tools, a cancel event) we can clear everything in one operation:</p><pre data-language=""TypeScript""><code>override onCancel() {
  if (this.sessionId &amp;&amp; this.editor.scribbles.isSessionActive(this.sessionId)) {
    this.editor.scribbles.clearSession(this.sessionId)
    this.sessionId = null
    this.transition('idle')
  }
}</code></pre><p dir=""auto"">Even though the wait time is short, it's never nice to get locked into waiting for something to complete; better to give the user a manual way to cancel the session if they want to.</p><h2 dir=""auto"">Scribbidi sdkoilet</h2><p dir=""auto"">You can try out the new laser tool on <a href=""https://tldraw.com"" target=""_blank"">tldraw.com</a>.</p><p dir=""auto"">If you're a developer, you'll be able to use the new scribbles in the next SDK release, or right now on our pre-release branches. The <a href=""https://framer.com/sdk-features/scribble"">scribble system</a> is a general-purpose API, meaning you can use it for whatever you can imagine in your own tools. Remember that scribbles sync, too, so maybe you'll come up with some interesting use for multiplayer collaboration.</p><p dir=""auto"">If you build something clever, let us know on the <a href=""https://tldraw.com/discord"">Discord</a>!</p>","","","","","","","","","","","","","","",""
